ID,Nome,Nome Japonês,Tipo,Tipo 2,HP,Ataque,Defesa,Velocidade,Nível,Experiência,Altura,Peso,Total,Ataque Especial (Sp. Atk),Defesa Especial (Sp. Def),Geração,É Lendário,Percentual Masculino,Classificação,Taxa de Captura,Passos para Chocar,Habilidades,Crescimento de Experiência,Felicidade Base
150,Nidoking,Joshua,Gelo,,71.0,127.0,99.0,78.0,17,4504.0,1.25,251.86,554,76.0,110.0,1,0,77.36902746495211,usually,179.0,9615.0,western,1601196.0,239.0
151,Jigglypuff,Misty,Lutador,Lutador,,55.0,63.0,,36,,1.7,256.78,736,98.0,23.0,7,0,29.55378672468307,least,202.0,5731.0,among,1532164.0,164.0
152,Arcanine,Matthew,Dragão,,126.0,133.0,122.0,,66,1239.0,0.44,,350,97.0,33.0,1,0,55.27645376442909,door,82.0,8205.0,when,1596554.0,67.0
153,Mewtwo,Keith,Água,,107.0,106.0,82.0,138.0,23,5901.0,,215.6,718,40.0,40.0,2,0,57.970726461949276,full,146.0,2580.0,build,1032415.0,62.0
154,Meowth,Sandra,Inseto,,134.0,105.0,143.0,138.0,44,2045.0,,219.67,758,25.0,64.0,2,0,31.681764546036305,main,122.0,,better,1537104.0,
155,Jynx,Tammy,Voador,Elétrico,93.0,31.0,,,34,2036.0,1.23,211.64,611,42.0,38.0,2,0,36.08805787928535,accept,20.0,4718.0,individual,1458174.0,6.0
156,Charizard,Erik,Grama,,23.0,84.0,50.0,80.0,66,4196.0,2.31,,488,33.0,18.0,6,0,51.79572717906156,or,198.0,4810.0,hope,1180439.0,
157,Weezing,Denise,Dragão,,54.0,45.0,27.0,21.0,3,54.0,2.18,106.99,215,86.0,22.0,3,0,97.8460883292455,movie,,1517.0,Mr,,102.0
158,Wartortle,Tracie,Aço,,160.0,103.0,88.0,,40,247.0,0.5,251.41,601,57.0,32.0,4,0,48.31492458752865,create,31.0,4995.0,what,693111.0,83.0
159,Butterfree,Nicole,Pedra,,134.0,142.0,75.0,111.0,32,6394.0,,173.43,286,99.0,81.0,1,0,30.49654576459441,tend,188.0,2674.0,cultural,1104884.0,157.0
160,Porygon,Vanessa,Lutador,,36.0,137.0,98.0,27.0,50,698.0,1.71,173.45,242,46.0,32.0,4,0,70.02864460662192,here,110.0,8837.0,keep,1371941.0,197.0
161,Gyarados,Hannah,Voador,,61.0,129.0,,54.0,31,8876.0,2.2,,602,30.0,127.0,7,0,70.16887158584025,no,185.0,2469.0,person,941735.0,71.0
162,Psyduck,Karen,Gelo,,64.0,84.0,56.0,28.0,70,1730.0,1.67,10.9,570,11.0,116.0,7,0,39.6433418166335,nothing,61.0,8812.0,true,1168903.0,109.0
163,Gengar,Melissa,Fogo,,37.0,136.0,44.0,,78,901.0,2.4,241.54,380,104.0,101.0,4,0,73.95113078742918,according,4.0,9393.0,near,1211998.0,151.0
164,Mr. Mime,Matthew,Fada,,99.0,31.0,22.0,,89,4444.0,2.36,,550,114.0,149.0,3,0,73.67143456933036,majority,152.0,9358.0,simply,,243.0
165,Rattata,Desiree,Elétrico,Psíquico,94.0,92.0,48.0,,37,4090.0,,,492,27.0,42.0,3,0,82.03437116256428,attack,203.0,,street,1226520.0,
166,Alakazam,Sandra,Sombrio,Aço,112.0,67.0,85.0,136.0,49,7066.0,1.72,226.55,204,105.0,13.0,5,0,73.88134334657953,loss,22.0,6310.0,fly,,228.0
167,Dragonite,Michael,Pedra,Voador,144.0,89.0,72.0,61.0,5,7693.0,0.83,175.94,406,62.0,25.0,5,0,72.33514212108187,democratic,131.0,3059.0,better,1511200.0,176.0
168,Dewgong,Melissa,Voador,,,135.0,65.0,36.0,88,4163.0,1.58,153.39,491,108.0,75.0,2,0,6.5320584135687865,per,71.0,5644.0,key,1206287.0,191.0
169,Exeggutor,Christina,Psíquico,,176.0,68.0,88.0,87.0,50,889.0,0.85,30.24,381,80.0,142.0,3,0,47.0396617517469,network,60.0,,step,1562705.0,167.0
170,Primeape,Jennifer,Fantasma,,89.0,139.0,,21.0,42,1617.0,,92.5,462,96.0,81.0,1,0,82.26399426590233,story,2.0,6997.0,pressure,1373665.0,49.0
171,Clefable,Sara,Água,,59.0,,74.0,85.0,32,8133.0,,212.7,780,99.0,57.0,1,0,35.276596807063854,toward,150.0,6379.0,term,1078638.0,52.0
172,Machoke,Christian,Fada,Sombrio,170.0,117.0,17.0,119.0,16,5332.0,1.76,,534,108.0,87.0,2,0,0.9067199871676701,think,167.0,7694.0,central,1457268.0,43.0
173,Nidoran♂,Jesus,Lutador,,199.0,126.0,,107.0,57,,2.28,297.11,461,95.0,99.0,6,0,47.49806345764209,so,243.0,2203.0,claim,656625.0,205.0
174,Vileplume,Carrie,Água,,49.0,103.0,89.0,90.0,53,6435.0,1.67,,264,80.0,78.0,1,0,69.36668707120836,add,196.0,7391.0,yourself,,180.0
175,Nidoking,Tracy,Lutador,,,13.0,131.0,107.0,93,4624.0,0.86,206.82,462,148.0,39.0,6,0,10.241917937631795,standard,135.0,9518.0,involve,1062747.0,119.0
176,Growlithe,Patricia,Inseto,,151.0,,50.0,78.0,6,7844.0,1.34,71.18,357,30.0,49.0,2,0,54.20580699914497,amount,155.0,6839.0,size,1144443.0,12.0
177,Caterpie,Brian,Elétrico,,112.0,74.0,45.0,130.0,85,1919.0,1.84,101.64,799,27.0,132.0,4,0,41.23837969875067,his,219.0,2189.0,,,94.0
178,Rattata,Jay,Dragão,Fantasma,130.0,56.0,122.0,,79,7723.0,,186.44,561,47.0,67.0,1,0,19.01020202133156,week,157.0,9803.0,firm,819234.0,141.0
179,Venonat,Jason,Água,,199.0,128.0,63.0,,70,2563.0,1.4,,222,10.0,37.0,5,0,37.52751520025546,part,118.0,8195.0,between,897682.0,
180,Haunter,Joseph,Gelo,,,97.0,114.0,16.0,94,2138.0,1.99,34.92,333,53.0,10.0,6,0,3.040606129791923,author,231.0,8597.0,artist,1465530.0,
181,Paras,Samuel,Elétrico,Aço,45.0,85.0,115.0,32.0,59,3124.0,1.43,,408,59.0,149.0,2,0,90.2624603752964,available,103.0,,nation,1214817.0,97.0
182,Dugtrio,Latasha,Fantasma,,,48.0,95.0,46.0,94,2137.0,1.49,227.01,640,,41.0,7,0,82.68205691172888,kind,193.0,8917.0,head,867049.0,116.0
183,Raichu,Michael,Fada,,125.0,46.0,138.0,,48,8271.0,1.66,4.31,269,147.0,135.0,5,0,42.50730779086086,field,102.0,3284.0,push,1503602.0,161.0
184,Pidgeotto,Sherry,Gelo,,192.0,17.0,101.0,,61,873.0,,,276,56.0,43.0,2,0,10.69896468333157,your,240.0,7413.0,stock,918107.0,206.0
185,Magikarp,Lisa,Aço,,179.0,113.0,44.0,42.0,37,726.0,,,336,126.0,136.0,4,0,5.598585049521954,cold,234.0,5532.0,kind,1585631.0,233.0
186,Poliwhirl,Philip,Sombrio,,65.0,68.0,49.0,124.0,36,9769.0,1.9,,526,60.0,128.0,7,0,46.643502872267696,trial,84.0,4327.0,generation,997813.0,88.0
187,Psyduck,Daniel,Dragão,,88.0,63.0,144.0,,81,9511.0,2.27,,261,137.0,50.0,7,0,53.07115379623314,stock,94.0,2409.0,game,687762.0,79.0
188,Hypno,Mary,Lutador,,86.0,19.0,105.0,47.0,4,1916.0,1.58,91.77,568,130.0,73.0,4,0,84.16581750703249,reveal,94.0,2233.0,deep,1313003.0,25.0
189,Marowak,Ricardo,Aço,,37.0,62.0,13.0,122.0,60,5863.0,2.2,12.36,261,128.0,100.0,7,0,37.0261476019982,painting,30.0,8551.0,grow,,194.0
190,Diglett,Andrew,Fada,Pedra,192.0,131.0,59.0,46.0,53,3661.0,2.35,234.07,343,48.0,139.0,2,0,88.30454803255446,lawyer,239.0,6163.0,system,923473.0,
191,Ekans,Kathleen,Dragão,Gelo,129.0,101.0,138.0,86.0,15,3670.0,0.9,124.94,599,66.0,62.0,1,0,52.29910484926473,enter,135.0,6115.0,anyone,1620312.0,212.0
192,Nidoking,Jacob,Grama,Elétrico,160.0,70.0,35.0,,78,,1.41,,508,,139.0,4,0,30.086636187299266,cost,237.0,1753.0,out,607672.0,126.0
193,Arcanine,Tamara,Fada,,70.0,19.0,116.0,57.0,83,5610.0,2.5,137.02,777,55.0,122.0,2,0,31.623424583830094,whatever,56.0,4691.0,inside,1606809.0,85.0
194,Pidgey,Christopher,Dragão,Dragão,,40.0,,83.0,6,8418.0,,,265,100.0,60.0,5,0,40.96864294364851,medical,,9265.0,,931475.0,147.0
195,Sandshrew,Michael,Sombrio,,181.0,58.0,85.0,9.0,78,6869.0,1.55,131.96,562,80.0,145.0,2,0,94.9546496413621,on,123.0,1306.0,candidate,1357774.0,33.0
196,Weepinbell,Sabrina,Dragão,,167.0,64.0,48.0,,84,982.0,2.36,123.48,535,38.0,22.0,1,0,,institution,227.0,1861.0,daughter,948132.0,23.0
197,Ekans,Seth,Sombrio,,158.0,127.0,124.0,49.0,32,8001.0,1.63,237.03,426,143.0,127.0,6,0,34.866761832754555,oil,92.0,1501.0,high,808560.0,123.0
198,Gyarados,Glen,Psíquico,,,27.0,147.0,143.0,57,2422.0,0.46,,714,12.0,111.0,4,0,35.51043146870657,drop,225.0,5632.0,,1020495.0,26.0
199,Mew,Keith,Fada,Voador,166.0,87.0,,80.0,12,1516.0,1.2,33.72,318,141.0,15.0,5,0,69.44755318905243,manager,71.0,7356.0,our,,103.0
200,Omanyte,Carlos,Sombrio,,171.0,61.0,140.0,19.0,35,768.0,1.78,132.64,613,53.0,42.0,2,0,52.1901083828639,read,144.0,7550.0,share,852758.0,47.0
201,Lapras,Mary,Dragão,,154.0,118.0,,13.0,54,9363.0,,105.42,603,42.0,12.0,3,1,39.2505312585966,public,237.0,9408.0,,1318047.0,146.0
202,Poliwhirl,Stephanie,Elétrico,,162.0,102.0,,98.0,75,9674.0,,,675,75.0,71.0,5,0,33.85071496831627,later,249.0,1797.0,however,,210.0
203,Tentacruel,Dustin,Lutador,Sombrio,151.0,13.0,49.0,41.0,96,,,101.04,313,90.0,40.0,4,0,16.626306982179894,produce,169.0,6086.0,rest,1369300.0,13.0
204,Chansey,Christopher,Sombrio,,133.0,10.0,24.0,34.0,39,9588.0,,165.28,274,26.0,108.0,2,0,88.69846065670738,staff,156.0,1130.0,teacher,1399755.0,196.0
205,Golem,Andrew,Fada,,145.0,139.0,122.0,120.0,49,1978.0,0.37,236.56,488,25.0,117.0,5,0,5.3679213043288705,scientist,218.0,2508.0,smile,674473.0,194.0
206,Electabuzz,Philip,Elétrico,,82.0,28.0,75.0,138.0,31,2323.0,1.68,,387,54.0,19.0,7,0,20.950333642093312,evening,13.0,7034.0,north,880238.0,30.0
207,Cloyster,Bonnie,Gelo,,91.0,75.0,126.0,75.0,64,1294.0,2.0,280.32,265,16.0,49.0,5,0,61.24102480346604,but,226.0,6001.0,coach,905837.0,198.0
208,Weedle,Mary,Água,,68.0,68.0,54.0,14.0,43,706.0,,133.31,496,113.0,62.0,2,0,61.185245490904386,describe,60.0,5493.0,mention,1367642.0,130.0
209,Venusaur,Lee,Grama,,77.0,49.0,132.0,110.0,22,4685.0,1.66,,205,,68.0,6,0,27.23804049098816,prepare,12.0,9865.0,one,912575.0,180.0
210,Venusaur,Kirk,Água,,73.0,,79.0,,23,9983.0,0.66,251.87,523,96.0,149.0,5,0,85.66248131446066,notice,138.0,2863.0,article,887929.0,59.0
211,Zapdos,Deborah,Fantasma,,23.0,149.0,62.0,143.0,7,7729.0,1.51,55.46,429,132.0,63.0,6,0,81.86423613688648,magazine,147.0,9563.0,foreign,1358593.0,69.0
212,Arcanine,Blake,Sombrio,Voador,67.0,105.0,72.0,12.0,32,,1.35,172.06,694,117.0,90.0,5,0,76.86692652468702,window,32.0,3643.0,growth,870656.0,130.0
213,Golem,Joseph,Fantasma,,135.0,116.0,130.0,140.0,13,7584.0,1.66,237.44,459,69.0,107.0,6,0,38.33637286068252,ask,195.0,7248.0,add,1469767.0,43.0
214,Rapidash,William,Voador,,81.0,109.0,13.0,,41,401.0,0.67,,641,16.0,126.0,1,0,53.85828051663226,traditional,250.0,4166.0,chair,1491518.0,1.0
215,Charmeleon,Sheila,Inseto,,147.0,81.0,142.0,133.0,9,9810.0,1.18,187.38,440,11.0,34.0,2,0,7.611549949199803,,169.0,5492.0,country,1180675.0,154.0
216,Omanyte,Maxwell,Fada,,68.0,121.0,97.0,141.0,92,7286.0,0.68,,289,57.0,147.0,6,0,65.86114252242842,crime,162.0,4944.0,pattern,1108228.0,28.0
217,Vaporeon,Teresa,Inseto,,166.0,148.0,,46.0,1,7966.0,2.08,15.7,378,141.0,48.0,7,0,,per,248.0,9168.0,end,829430.0,223.0
218,Snorlax,Tara,Fada,,165.0,105.0,47.0,,34,8971.0,,282.39,208,107.0,57.0,5,0,93.76515041653859,prove,72.0,3295.0,floor,712561.0,242.0
219,Flareon,Robert,Água,,173.0,135.0,148.0,,28,3284.0,2.35,260.81,626,,32.0,2,0,29.981934911955488,unit,212.0,8522.0,woman,1011593.0,217.0
220,Porygon,Phillip,Voador,Lutador,,76.0,52.0,,49,8747.0,1.97,136.89,566,85.0,89.0,6,0,64.25906742422646,charge,16.0,6007.0,low,1033698.0,79.0
221,Wartortle,Betty,Água,,55.0,,20.0,,84,5122.0,2.43,,580,31.0,59.0,3,0,18.514625214055524,sign,233.0,5448.0,able,709014.0,171.0
222,Growlithe,Timothy,Sombrio,Dragão,192.0,,,44.0,48,5952.0,1.65,206.75,431,33.0,10.0,1,0,,protect,134.0,6906.0,prove,1200831.0,35.0
223,Rhyhorn,David,Psíquico,Fogo,84.0,51.0,13.0,12.0,61,,,,726,,101.0,6,0,74.18725993995947,loss,28.0,8009.0,physical,1564172.0,54.0
224,Psyduck,Nicole,Fada,,61.0,126.0,106.0,122.0,5,9911.0,0.55,162.51,483,35.0,132.0,6,0,44.36586682999335,sister,191.0,3186.0,several,1472953.0,175.0
225,Tauros,Robert,Aço,Fantasma,128.0,95.0,38.0,,1,393.0,,39.67,328,109.0,,1,0,11.910843536404103,move,111.0,2277.0,local,1406890.0,169.0
226,Krabby,Patrick,Fantasma,,,20.0,132.0,131.0,61,3045.0,0.77,61.16,287,143.0,78.0,4,0,40.90456726796133,her,193.0,2732.0,view,713970.0,147.0
227,Arbok,Mathew,Psíquico,Lutador,147.0,43.0,115.0,63.0,8,6318.0,1.61,,252,146.0,19.0,3,0,5.457932176951208,hour,227.0,5110.0,hold,777752.0,111.0
228,Pidgey,Patricia,Água,,164.0,17.0,67.0,72.0,26,8272.0,1.39,95.54,389,86.0,129.0,1,0,40.97706365121208,improve,27.0,2447.0,evidence,631989.0,30.0
229,Blastoise,Jason,Psíquico,,,138.0,99.0,126.0,49,9938.0,0.78,,563,114.0,97.0,4,1,13.21557789736556,threat,49.0,8768.0,open,1472420.0,86.0
230,Muk,Brandon,Lutador,Fada,32.0,107.0,,131.0,11,489.0,1.98,,678,46.0,138.0,2,0,23.75860403066016,laugh,246.0,5898.0,movement,1620571.0,186.0
231,Seadra,Nathan,Fada,,86.0,10.0,142.0,30.0,28,,1.61,49.65,333,43.0,24.0,5,0,56.22405252177972,one,165.0,,factor,1141168.0,241.0
232,Pidgeot,Teresa,Lutador,,63.0,19.0,,64.0,68,9068.0,1.65,,626,98.0,79.0,5,0,31.856406673165704,occur,138.0,,win,1256317.0,122.0
233,Cubone,Frank,Gelo,,65.0,49.0,,42.0,19,2364.0,,180.96,308,73.0,136.0,5,0,48.84657507569736,seek,143.0,7225.0,agreement,1299637.0,183.0
234,Exeggutor,Joseph,Aço,,142.0,49.0,103.0,127.0,30,6046.0,,115.59,323,71.0,101.0,5,0,60.52656065765626,difficult,11.0,9822.0,hot,1324507.0,176.0
235,Weedle,Daniel,Voador,,44.0,78.0,75.0,125.0,19,7972.0,1.46,14.27,299,145.0,77.0,2,0,20.285279210559604,field,96.0,8673.0,community,918190.0,137.0
236,Vulpix,Valerie,Fogo,,57.0,13.0,66.0,62.0,67,1900.0,1.76,136.6,617,61.0,67.0,3,0,,condition,57.0,3073.0,hit,1236060.0,103.0
237,Jynx,Daisy,Sombrio,,103.0,51.0,86.0,131.0,29,7704.0,0.56,169.46,329,119.0,,7,0,80.99883116832758,its,31.0,6390.0,action,688445.0,218.0
238,Beedrill,Keith,Lutador,,34.0,68.0,119.0,95.0,18,4973.0,,110.18,561,102.0,51.0,2,0,55.334533770588365,investment,224.0,4302.0,surface,1169392.0,247.0
239,Arcanine,Tracey,Água,,170.0,,,17.0,1,6159.0,2.36,42.17,612,116.0,94.0,6,0,38.72630971516692,assume,4.0,5446.0,smile,1389246.0,198.0
240,Sandshrew,Jessica,Fada,,122.0,45.0,71.0,76.0,57,295.0,1.06,182.94,470,58.0,95.0,5,0,9.681783004393008,note,95.0,6592.0,,1060883.0,17.0
241,Electabuzz,Debbie,Aço,,148.0,138.0,,73.0,8,1011.0,1.2,93.9,460,,37.0,4,0,2.7549577626254096,serve,196.0,,represent,1284539.0,37.0
242,Magmar,Emily,Psíquico,,92.0,136.0,,141.0,54,969.0,2.15,4.13,558,56.0,26.0,1,0,33.46676793369239,road,182.0,5115.0,according,775757.0,177.0
243,Ditto,Shirley,Fogo,Aço,,127.0,135.0,65.0,78,8801.0,1.51,,616,148.0,64.0,1,0,82.44006947921343,security,91.0,7419.0,find,1462468.0,251.0
244,Tauros,Dana,Aço,,116.0,,,42.0,35,485.0,0.52,219.28,290,125.0,39.0,2,0,27.12971514089526,walk,50.0,5059.0,reveal,888979.0,181.0
245,Golduck,Allison,Psíquico,,126.0,74.0,88.0,,85,3359.0,,,691,138.0,106.0,7,0,20.59822477037271,help,195.0,7422.0,war,835276.0,24.0
246,Magmar,Daniel,Água,,182.0,100.0,,42.0,22,2214.0,0.44,,353,135.0,96.0,7,0,26.744222604992572,tell,86.0,8875.0,degree,742236.0,172.0
247,Exeggcute,Johnny,Água,,173.0,64.0,56.0,30.0,25,2012.0,0.47,,714,135.0,61.0,2,0,40.37342476283597,cell,29.0,1128.0,sure,1322843.0,141.0
248,Ivysaur,James,Fantasma,,84.0,67.0,70.0,31.0,55,,2.14,160.14,694,24.0,50.0,3,0,37.03145472999169,approach,167.0,4975.0,very,1240896.0,219.0
249,Mewtwo,Rodney,Sombrio,,50.0,58.0,118.0,45.0,82,8546.0,1.71,172.84,528,101.0,41.0,2,0,56.026924722827786,range,79.0,2532.0,tell,1540659.0,32.0
250,Squirtle,Susan,Fogo,,146.0,85.0,113.0,,83,6213.0,1.34,,479,24.0,13.0,2,0,66.37928516196567,everybody,99.0,4293.0,rate,955661.0,11.0
251,Golbat,Jeffery,Fogo,,43.0,40.0,,,47,1199.0,0.41,87.61,300,40.0,77.0,4,1,53.781559544010626,blue,,6262.0,of,,10.0
252,Marowak,Lauren,Gelo,,161.0,22.0,29.0,93.0,87,7981.0,,5.11,395,31.0,24.0,4,1,2.3836397025446487,be,242.0,6945.0,alone,1172814.0,95.0
253,Farfetch’d,Raymond,Voador,Fada,30.0,128.0,65.0,51.0,38,7772.0,2.11,,318,39.0,49.0,2,0,86.94757192618164,country,170.0,2731.0,wear,,158.0
254,Machoke,Chloe,Elétrico,,160.0,79.0,126.0,20.0,53,1743.0,1.25,249.64,596,74.0,29.0,3,0,46.30776803065489,through,97.0,1583.0,draw,834592.0,225.0
255,Scyther,Gregory,Voador,,,149.0,94.0,,40,6308.0,1.83,41.73,505,98.0,,3,0,40.918070965583745,certain,83.0,1449.0,ever,1490158.0,90.0
256,Nidoran♂,Kathleen,Sombrio,,47.0,121.0,68.0,,80,,0.98,35.02,306,147.0,47.0,5,0,98.71293558147157,true,88.0,,play,,155.0
257,Pinsir,John,Sombrio,,174.0,19.0,,53.0,30,5752.0,1.6,,363,119.0,33.0,7,0,20.662469482606593,bill,92.0,8676.0,others,984742.0,164.0
258,Primeape,Alexis,Fada,,63.0,135.0,79.0,106.0,79,6858.0,,236.82,626,91.0,11.0,6,0,56.6948851627833,character,128.0,8074.0,face,1096368.0,47.0
259,Articuno,Larry,Lutador,,145.0,22.0,45.0,,87,6685.0,1.16,,487,15.0,107.0,4,0,2.1051314776549646,notice,134.0,,three,,34.0
260,Gengar,Steven,Lutador,,,56.0,118.0,51.0,68,9413.0,0.69,,526,133.0,109.0,7,1,25.43016430789391,easy,187.0,6730.0,security,734300.0,248.0
261,Exeggutor,Ernest,Elétrico,,49.0,80.0,106.0,100.0,65,,1.57,,369,91.0,112.0,3,0,94.96073329861505,year,212.0,6167.0,buy,1298945.0,224.0
262,Gyarados,Jose,Psíquico,Grama,163.0,60.0,,68.0,87,3344.0,1.57,,799,37.0,142.0,2,0,9.223432910033512,while,128.0,2538.0,,1142694.0,196.0
263,Poliwag,Melissa,Sombrio,,58.0,68.0,,,15,3968.0,2.36,145.55,496,78.0,58.0,6,0,65.07714376742513,up,47.0,,money,,86.0
264,Electrode,Ryan,Elétrico,,172.0,63.0,65.0,32.0,21,5270.0,0.92,206.16,462,,99.0,2,0,39.839480336757106,public,72.0,5225.0,sound,899919.0,173.0
265,Starmie,Jason,Voador,,37.0,67.0,125.0,,47,7566.0,,246.85,636,37.0,12.0,6,0,6.665866044563273,begin,179.0,4330.0,black,1537856.0,81.0
266,Slowbro,Heidi,Lutador,,50.0,64.0,38.0,76.0,24,4664.0,1.23,215.53,745,60.0,25.0,6,1,95.48400296773579,structure,79.0,3819.0,any,1550924.0,35.0
267,Raticate,Amy,Pedra,,,62.0,,,34,2911.0,1.05,224.23,629,57.0,68.0,5,0,77.72837243096957,day,156.0,4472.0,floor,747291.0,139.0
268,Nidoqueen,Jason,Fantasma,,160.0,84.0,36.0,102.0,88,1072.0,,193.36,245,134.0,16.0,3,0,62.8948428912367,themselves,106.0,2873.0,late,1386234.0,182.0
269,Venonat,Heather,Gelo,,28.0,98.0,110.0,135.0,66,1395.0,1.16,,414,144.0,65.0,6,0,77.95585349062179,thus,,9409.0,institution,851094.0,95.0
270,Snorlax,Janice,Aço,,136.0,134.0,71.0,97.0,78,6179.0,2.36,15.13,264,107.0,42.0,7,0,2.143391668240313,box,,,,917741.0,132.0
271,Aerodactyl,Connor,Inseto,,101.0,41.0,135.0,96.0,12,2274.0,2.02,70.79,790,121.0,,7,0,89.6574758713965,current,229.0,7513.0,enough,795264.0,58.0
272,Fearow,Barry,Voador,,166.0,49.0,29.0,75.0,64,9341.0,2.22,147.71,696,80.0,147.0,6,0,86.12894115523834,large,108.0,2746.0,leg,1471256.0,152.0
273,Weedle,Robert,Aço,,72.0,144.0,,69.0,57,5255.0,0.58,224.33,557,16.0,19.0,2,0,91.7444086176882,official,95.0,8938.0,sing,1080947.0,50.0
274,Shellder,Dawn,Água,,50.0,95.0,87.0,,79,6011.0,,219.44,745,120.0,50.0,2,0,53.969284004550275,phone,2.0,1090.0,purpose,919859.0,46.0
275,Shellder,Timothy,Sombrio,,62.0,53.0,101.0,103.0,39,8535.0,,295.35,740,92.0,74.0,7,1,80.86645409456179,however,59.0,7022.0,economic,1065945.0,26.0
276,Seel,Jennifer,Gelo,,102.0,55.0,78.0,118.0,68,2105.0,0.62,,291,139.0,49.0,1,0,98.35624988105172,similar,22.0,5162.0,direction,604775.0,235.0
277,Mewtwo,Kristen,Fantasma,Inseto,,119.0,107.0,94.0,61,8380.0,,288.12,408,80.0,125.0,3,0,12.954588855346838,treat,195.0,6068.0,down,1157767.0,254.0
278,Weedle,Kristin,Pedra,,171.0,136.0,98.0,,28,1530.0,2.46,268.33,288,60.0,107.0,7,1,46.80377567982992,hear,55.0,1477.0,occur,1472157.0,130.0
279,Shellder,Garrett,Gelo,,113.0,14.0,65.0,123.0,99,248.0,1.99,,770,126.0,136.0,3,0,33.453854966198506,however,213.0,6125.0,buy,1278998.0,156.0
280,Horsea,James,Pedra,,37.0,37.0,82.0,43.0,36,,1.72,11.74,704,82.0,71.0,3,0,66.69925666081416,very,226.0,3792.0,seven,1419293.0,23.0
281,Zapdos,Kelly,Inseto,Elétrico,24.0,29.0,138.0,93.0,7,4857.0,1.09,117.14,315,42.0,138.0,1,0,31.697203108642636,science,42.0,6836.0,hair,1510136.0,112.0
282,Bulbasaur,Patrick,Voador,Água,102.0,117.0,95.0,82.0,32,8005.0,,254.41,366,65.0,17.0,6,0,57.46270256896775,loss,29.0,6092.0,worker,864476.0,86.0
283,Pidgeotto,Brent,Água,Fantasma,183.0,114.0,135.0,,77,1757.0,1.58,112.33,793,139.0,59.0,2,0,89.27295237684453,light,,4679.0,statement,910969.0,29.0
284,Venusaur,Melanie,Aço,,54.0,143.0,148.0,50.0,35,817.0,0.85,141.73,306,32.0,73.0,2,0,68.41602113169068,perform,165.0,5497.0,factor,1583737.0,214.0
285,Oddish,Jennifer,Lutador,Fada,144.0,30.0,,45.0,30,612.0,1.7,,668,45.0,38.0,5,1,24.962875488263382,firm,142.0,9583.0,list,1240836.0,33.0
286,Pinsir,Johnny,Aço,,56.0,97.0,78.0,19.0,27,2893.0,0.92,122.47,390,44.0,61.0,3,0,27.109706353127738,brother,,,book,854070.0,219.0
287,Rhyhorn,Amy,Sombrio,,45.0,47.0,,118.0,48,1096.0,0.85,187.41,712,149.0,97.0,6,0,99.49603319771936,father,95.0,4614.0,reality,1609317.0,101.0
288,Aerodactyl,Andrea,Água,,32.0,60.0,144.0,15.0,69,7114.0,0.46,252.94,749,52.0,125.0,7,0,24.413539258986717,color,182.0,3273.0,thus,1332549.0,152.0
289,Butterfree,Sharon,Voador,,35.0,108.0,85.0,53.0,3,1350.0,1.2,263.52,527,44.0,44.0,5,0,4.152838411880866,stay,92.0,1024.0,write,1528103.0,216.0
290,Tangela,Meghan,Voador,,198.0,,,34.0,34,9686.0,1.33,111.28,421,,116.0,2,0,20.078350254992227,almost,6.0,6896.0,,1121333.0,38.0
291,Lickitung,Brandon,Fada,Psíquico,104.0,75.0,,142.0,23,1861.0,0.83,164.33,762,62.0,32.0,3,0,72.58653135068313,carry,72.0,2052.0,possible,1455229.0,226.0
292,Poliwhirl,Scott,Dragão,,190.0,104.0,127.0,127.0,46,2816.0,,206.38,299,51.0,81.0,3,0,10.136658913716722,one,73.0,3813.0,oil,899423.0,93.0
293,Dragonite,Maria,Fantasma,Voador,25.0,130.0,109.0,,17,5875.0,,,725,25.0,148.0,4,0,93.204539230764,suffer,215.0,2741.0,sea,898869.0,223.0
294,Oddish,Jacob,Pedra,,123.0,15.0,67.0,,8,7857.0,,,658,,119.0,2,0,8.159592620832912,must,113.0,1249.0,begin,1430805.0,170.0
295,Dragonair,Erika,Psíquico,,185.0,73.0,68.0,54.0,77,4681.0,0.45,40.46,697,39.0,51.0,4,0,51.99802178478432,edge,193.0,8725.0,cultural,1272059.0,230.0
296,Slowpoke,Tabitha,Elétrico,,70.0,148.0,28.0,22.0,11,5877.0,,256.84,676,139.0,54.0,1,0,51.16427955052727,industry,163.0,3503.0,allow,750276.0,
297,Dragonair,Jose,Grama,,36.0,31.0,142.0,131.0,1,581.0,1.63,220.28,796,97.0,145.0,5,0,52.40208139452661,step,97.0,,seem,766096.0,4.0
298,Sandslash,David,Gelo,,163.0,61.0,,35.0,26,8028.0,,91.24,410,78.0,60.0,5,0,21.281463700964963,sign,145.0,8903.0,management,914996.0,71.0
299,Nidoking,Elizabeth,Lutador,,144.0,100.0,29.0,24.0,53,,0.58,,526,105.0,37.0,7,0,75.16662741452224,agency,219.0,4309.0,agree,713568.0,171.0
300,Koffing,Mitchell,Aço,,145.0,141.0,86.0,62.0,27,8921.0,1.29,103.13,630,92.0,85.0,3,0,19.445645176804007,rock,165.0,1963.0,western,1234227.0,46.0
301,Pidgeotto,Nicholas,Elétrico,,27.0,,114.0,,6,9889.0,0.84,,288,13.0,18.0,1,0,42.195533037203006,view,83.0,8675.0,office,795119.0,46.0
